pal_id,world,x,y,time_of_day,level,is_boss
108:1,worldTree,539955,-583230,both,80,false
108:1,worldTree,562240,-739265,both,80,false
108:1,worldTree,563900,-594970,both,80,false
108:1,worldTree,584800,-629000,both,80,false
108:1,worldTree,599576,-591256,both,80,false
108:1,worldTree,613035,-603440,both,80,false
108:1,worldTree,622300,-711610,both,80,false
108:1,worldTree,622665,-753354,both,80,false
85:1,palpagos,-919951,-389386,both,65,false
85:1,palpagos,-883992,-368986,both,65,false
85:1,palpagos,-872256,-424512,both,63,false
85:1,palpagos,-858245,-401345,both,63,false
85:1,palpagos,-840774,-421033,both,63,false
85:1,palpagos,-825510,-432190,both,63,false
85:1,palpagos,-811788,-457161,both,63,false
85:1,palpagos,-800825,-466824,both,63,false
85:1,palpagos,-793630,-392812,both,63,false
85:1,palpagos,-784979,-271836,both,53,false
85:1,palpagos,-778090,-282982,both,53,false
85:1,palpagos,-771997,-295062,both,53,false
85:1,palpagos,-765594,-295043,both,53,false
85:1,palpagos,-759361,-211367,both,56,false
85:1,palpagos,-753480,-210908,both,56,false
85:1,palpagos,-743052,-388281,both,63,false
85:1,palpagos,-737282,-343172,both,63,false
85:1,palpagos,-728722,-382186,both,63,false
85:1,palpagos,-721552,-252694,both,56,false
85:1,palpagos,-716010,-264408,both,53,false
85:1,palpagos,-709884,-240543,both,63,false
85:1,palpagos,-704427,-260880,both,53,false
85:1,palpagos,-698040,-429305,both,60,false
85:1,palpagos,-692928,-379727,both,63,false
85:1,palpagos,-686684,-392364,both,63,false
85:1,palpagos,-680884,-292374,both,56,false
85:1,palpagos,-675600,-338341,both,63,false
85:1,palpagos,-671709,-445895,both,60,false
85:1,palpagos,-667061,-402136,both,63,false
85:1,palpagos,-661787,-233360,both,63,false
85:1,palpagos,-656750,-168721,both,56,false
85:1,palpagos,-652539,-189758,both,56,false
85:1,palpagos,-647623,-327412,both,63,false
85:1,palpagos,-642713,-456662,both,60,false
85:1,palpagos,-637978,-427472,both,60,false
85:1,palpagos,-632319,-214655,both,56,false
85:1,palpagos,-627171,-307339,both,63,false
85:1,palpagos,-622015,-291980,both,56,false
85:1,palpagos,-615628,-315571,both,63,false
85:1,palpagos,-612034,-320691,both,63,false
85:1,palpagos,-607334,-232746,both,56,false
85:1,palpagos,-604495,-204945,both,56,false
85:1,palpagos,-599897,-447004,both,60,false
85:1,palpagos,-594780,-267452,both,56,false
85:1,palpagos,-590171,-488915,both,60,false
85:1,palpagos,-584870,-380454,both,63,false
85:1,palpagos,-580207,-221438,both,56,false
85:1,palpagos,-575928,-166625,both,56,false
85:1,palpagos,-570949,-356972,both,63,false
85:1,palpagos,-565564,-173837,both,56,false
85:1,palpagos,-560668,-157782,both,56,false
85:1,palpagos,-555145,-180891,both,56,false
85:1,palpagos,-548349,-270047,both,56,false
85:1,palpagos,-541277,-341719,both,56,false
85:1,palpagos,-534115,-252128,both,56,false
85:1,palpagos,-528148,-397270,both,50,false
85:1,palpagos,-521974,-238354,both,56,false
85:1,palpagos,-514647,-353801,both,56,false
85:1,palpagos,-502996,-403431,both,50,false
85:1,palpagos,-124602,-132148,night,47,false
85:1,palpagos,-75487,-81712,night,48,false
85:1,palpagos,-63703,-157046,night,47,false
85:1,palpagos,-55022,-24253,night,48,false
85:1,palpagos,-48136,-104221,night,51,false
85:1,palpagos,-41307,-182450,night,47,false
85:1,palpagos,-33887,-153403,night,51,false
85:1,palpagos,-26438,-117558,night,53,false
85:1,palpagos,-13981,-70464,night,51,false
85:1,palpagos,-4930,-109979,night,53,false
85:1,palpagos,4646,-161228,night,47,false
85:1,palpagos,15327,-148107,night,47,false
85:1,palpagos,26654,-125096,night,47,false
34:1,palpagos,-882660,-376490,both,50,false
34:1,palpagos,-772146,-216578,both,52,false
34:1,palpagos,-771343,-229907,both,52,false
34:1,palpagos,-765867,-211660,both,52,false
34:1,palpagos,-765841,-241513,both,52,false
34:1,palpagos,-765818,-222698,both,52,false
34:1,palpagos,-765471,-217763,both,52,false
34:1,palpagos,-765343,-228719,both,52,false
34:1,palpagos,-765157,-234861,both,52,false
34:1,palpagos,-760170,-246627,both,52,false
34:1,palpagos,-760122,-229403,both,52,false
34:1,palpagos,-759873,-224612,both,52,false
34:1,palpagos,-759713,-236269,both,52,false
34:1,palpagos,-759590,-241350,both,52,false
34:1,palpagos,-759361,-211367,both,52,false
34:1,palpagos,-753636,-246432,both,52,false
34:1,palpagos,-753636,-240896,both,52,false
34:1,palpagos,-753636,-234700,both,52,false
34:1,palpagos,-753636,-228336,both,52,false
34:1,palpagos,-753480,-210908,both,52,false
34:1,palpagos,-753384,-223062,both,52,false
34:1,palpagos,-753384,-218187,both,52,false
34:1,palpagos,-745734,-225919,both,52,false
34:1,palpagos,-745403,-238454,both,52,false
34:1,palpagos,-745050,-207076,both,52,false
34:1,palpagos,-738215,-248079,both,52,false
34:1,palpagos,-732655,-250180,both,52,false
34:1,palpagos,-727592,-250766,both,52,false
34:1,palpagos,-721552,-252694,both,52,false
34:1,palpagos,-713551,-249252,both,52,false
34:1,palpagos,-695169,-320352,both,56,false
34:1,palpagos,-689714,-315964,both,56,false
34:1,palpagos,-688220,-311070,both,56,false
34:1,palpagos,-686071,-264778,both,56,false
34:1,palpagos,-686071,-260136,both,56,false
34:1,palpagos,-684183,-306409,both,56,false
34:1,palpagos,-683480,-314933,both,56,false
34:1,palpagos,-681464,-271617,both,56,false
34:1,palpagos,-680884,-292374,both,56,false
34:1,palpagos,-680180,-265468,both,56,false
34:1,palpagos,-680180,-260386,both,56,false
34:1,palpagos,-679810,-301419,both,56,false
34:1,palpagos,-678443,-309816,both,56,false
34:1,palpagos,-677051,-277741,both,56,false
34:1,palpagos,-676501,-273029,both,56,false
34:1,palpagos,-675435,-298294,both,56,false
34:1,palpagos,-675006,-305963,both,56,false
34:1,palpagos,-674652,-266384,both,56,false
34:1,palpagos,-673957,-261846,both,56,false
34:1,palpagos,-671143,-302222,both,56,false
34:1,palpagos,-667538,-260955,both,56,false
34:1,palpagos,-661334,-265751,both,56,false
34:1,palpagos,-426590,90670,both,23,true
7:1,palpagos,-503848,-27432,both,,false
7:1,palpagos,-503080,-27360,both,,false
7:1,palpagos,-491721,-44754,both,,false
7:1,palpagos,-491350,-44910,both,,false
7:1,palpagos,-487893,-42546,both,,false
7:1,palpagos,-487510,-42670,both,,false
7:1,palpagos,-249356,249104,both,,false
7:1,palpagos,-248970,248990,both,,false
7:1,palpagos,-128876,352419,both,,false
7:1,palpagos,-127878,351917,both,,false
7:1,palpagos,-118209,120411,both,,false
7:1,palpagos,-117784,119377,both,,false
7:1,palpagos,-111716,481023,both,26,false
7:1,palpagos,-100478,490230,both,26,false
7:1,palpagos,-99132,153167,both,,false
7:1,palpagos,-98363,153516,both,,false
7:1,palpagos,-97049,107395,both,,false
7:1,palpagos,-96325,474104,both,26,false
7:1,palpagos,-95888,328182,both,,false
7:1,palpagos,-95437,329252,both,,false
7:1,palpagos,-87528,80544,both,,false
7:1,palpagos,-87051,80478,both,,false
7:1,palpagos,-86245,79703,both,,false
7:1,palpagos,-82560,169593,both,,false
7:1,palpagos,-81816,485602,both,26,false
7:1,palpagos,-80359,357809,both,26,false
7:1,palpagos,-65513,291664,both,,false
7:1,palpagos,-64647,290958,both,,false
7:1,palpagos,-61363,356537,both,26,false
7:1,palpagos,-51148,232253,both,,false
7:1,palpagos,-50944,231154,both,,false
7:1,palpagos,-50669,232285,both,,false
7:1,palpagos,-50474,231466,both,,false
7:1,palpagos,-50101,269081,both,,false
7:1,palpagos,-47569,58330,both,,false
7:1,palpagos,-47123,57990,both,,false
7:1,palpagos,-44800,523770,both,26,false
7:1,palpagos,-41220,203570,both,,false
7:1,palpagos,-40673,497576,both,26,false
7:1,palpagos,-37133,506631,both,26,false
7:1,palpagos,-36160,562840,both,,false
7:1,palpagos,-35626,563393,both,,false
7:1,palpagos,-34202,280273,both,26,false
7:1,palpagos,-31588,483515,both,26,false
7:1,palpagos,-30780,563830,both,,false
7:1,palpagos,-30008,563821,both,,false
7:1,palpagos,-28229,581422,both,,false
7:1,palpagos,-27468,581058,both,,false
7:1,palpagos,-22147,474643,both,26,false
7:1,palpagos,-19714,232727,both,26,false
7:1,palpagos,-17569,473117,both,26,false
7:1,palpagos,-5965,229989,both,26,false
7:1,palpagos,13640,477282,both,26,false
7:1,palpagos,25039,202771,both,,false
7:1,palpagos,25610,203280,both,,false
7:1,palpagos,26374,203361,both,,false
7:1,palpagos,34545,492665,both,26,false
7:1,palpagos,40975,440438,both,26,false
7:1,palpagos,51448,213696,both,,false
7:1,palpagos,52212,213884,both,,false
7:1,palpagos,58102,442367,both,26,false
7:1,palpagos,67537,453588,both,26,false
7:1,palpagos,70356,415410,both,26,false
7:1,palpagos,74976,464643,both,26,false
7:1,palpagos,85019,266866,both,26,false
7:1,palpagos,101890,394551,both,26,false
7:1,palpagos,123584,399115,both,26,false
7:1,palpagos,126780,236080,both,,false
7:1,palpagos,127510,235840,both,,false
7:1,palpagos,157234,395013,both,26,false
7:1,palpagos,172470,295389,both,26,false
7:1,palpagos,189050,311476,both,26,false
157:0,palpagos,-919951,-389386,both,65,false
157:0,palpagos,-887464,-461400,both,65,false
157:0,palpagos,-878119,-380758,both,65,false
157:0,palpagos,-866392,-363898,both,65,false
157:0,palpagos,-854268,-456158,both,65,false
157:0,palpagos,-839408,-446359,both,65,false
157:0,palpagos,-826638,-383616,both,65,false
157:0,palpagos,-815712,-377479,both,65,false
157:0,palpagos,-804919,-433328,both,65,false
157:0,palpagos,-796280,-356820,both,65,false
157:0,palpagos,-791953,-432450,both,65,false
157:0,palpagos,-785289,-442142,both,65,false
157:0,palpagos,-780183,-362410,both,65,false
157:0,palpagos,-774713,-436911,both,65,false
157:0,palpagos,-767220,-382819,both,65,false
157:0,palpagos,-764451,-316008,both,65,false
157:0,palpagos,-759173,-399276,both,65,false
157:0,palpagos,-753636,-240896,both,55,false
157:0,palpagos,-745819,-411383,both,64,false
157:0,palpagos,-740480,-210998,both,64,false
157:0,palpagos,-734494,-356686,both,65,false
157:0,palpagos,-727592,-250766,both,55,false
157:0,palpagos,-722548,-375875,both,65,false
157:0,palpagos,-717774,-324590,both,65,false
157:0,palpagos,-713551,-249252,both,55,false
157:0,palpagos,-708816,-206892,both,67,false
157:0,palpagos,-703687,-237813,both,64,false
157:0,palpagos,-697999,-384442,both,64,false
157:0,palpagos,-693796,-285060,both,64,false
157:0,palpagos,-688826,-437899,both,65,false
157:0,palpagos,-684183,-306409,both,58,false
157:0,palpagos,-679683,-345973,both,64,false
157:0,palpagos,-675200,-410564,both,64,false
157:0,palpagos,-672114,-464196,both,65,false
157:0,palpagos,-667480,-428759,both,64,false
157:0,palpagos,-663772,-178453,both,58,false
157:0,palpagos,-658581,-382465,both,64,false
157:0,palpagos,-655170,-156213,both,58,false
157:0,palpagos,-651169,-300364,both,64,false
157:0,palpagos,-647330,-305373,both,64,false
157:0,palpagos,-644049,-462374,both,65,false
157:0,palpagos,-639891,-451082,both,65,false
157:0,palpagos,-634985,-422275,both,64,false
157:0,palpagos,-630098,-303164,both,64,false
157:0,palpagos,-626343,-144532,both,59,false
157:0,palpagos,-622140,-220288,both,58,false
157:0,palpagos,-616526,-186415,both,59,false
157:0,palpagos,-613549,-467462,both,65,false
157:0,palpagos,-610056,-437251,both,65,false
157:0,palpagos,-606402,-296710,both,58,false
157:0,palpagos,-604234,-237664,both,58,false
157:0,palpagos,-600497,-160084,both,59,false
157:0,palpagos,-596430,-167553,both,59,false
157:0,palpagos,-592424,-400158,both,59,false
157:0,palpagos,-588702,-391346,both,64,false
157:0,palpagos,-584538,-441429,both,65,false
157:0,palpagos,-580615,-314640,both,64,false
157:0,palpagos,-576743,-383423,both,64,false
157:0,palpagos,-573380,-197104,both,59,false
157:0,palpagos,-568941,-155987,both,58,false
157:0,palpagos,-565026,-212611,both,59,false
157:0,palpagos,-560668,-157782,both,58,false
157:0,palpagos,-555636,-320970,both,64,false
157:0,palpagos,-551023,-199151,both,54,false
157:0,palpagos,-544952,-210029,both,54,false
157:0,palpagos,-539599,-286430,both,58,false
157:0,palpagos,-533723,-352349,both,58,false
157:0,palpagos,-528527,-280731,both,58,false
157:0,palpagos,-523092,-313745,both,58,false
157:0,palpagos,-517970,-208312,both,54,false
157:0,palpagos,-511809,-279930,both,59,false
157:0,palpagos,-500507,-372146,both,58,false
157:0,worldTree,432395,-738990,both,80,false
157:0,worldTree,440875,-705850,both,80,false
157:0,worldTree,481910,-728450,both,80,false
157:0,worldTree,484050,-616590,both,80,false
157:0,worldTree,501340,-553790,both,80,false
157:0,worldTree,504895,-634410,both,80,false
157:0,worldTree,505061,-544208,both,80,false
157:0,worldTree,507600,-534060,both,80,false
157:0,worldTree,507830,-739460,both,80,false
157:0,worldTree,511395,-588755,both,80,false
157:0,worldTree,519080,-684705,both,80,false
157:0,worldTree,522790,-546340,both,80,false
157:0,worldTree,530795,-714440,both,80,false
157:0,worldTree,539955,-583230,both,80,false
157:0,worldTree,562240,-739265,both,80,false
157:0,worldTree,563900,-594970,both,80,false
157:0,worldTree,584800,-629000,both,80,false
157:0,worldTree,599576,-591256,both,80,false
157:0,worldTree,613035,-603440,both,80,false
157:0,worldTree,622300,-711610,both,80,false
157:0,worldTree,622665,-753354,both,80,false
157:0,palpagos,-661872,-284992,both,65,true
157:1,worldTree,520440,-727175,both,79,true
103:1,palpagos,-75788,-82305,both,52,false
103:1,palpagos,-39603,-121333,both,53,false
103:1,palpagos,-37841,-117482,both,53,false
103:1,palpagos,-35893,-126332,both,53,false
103:1,palpagos,-33910,-139496,both,53,false
103:1,palpagos,-33910,-129924,both,53,false
103:1,palpagos,-32429,-120359,both,53,false
103:1,palpagos,-31530,-125143,both,53,false
103:1,palpagos,-31308,-135124,both,53,false
103:1,palpagos,-27926,-106865,both,53,false
103:1,palpagos,-27889,-145778,both,53,false
103:1,palpagos,-26945,-138028,both,53,false
103:1,palpagos,-26945,-131405,both,53,false
103:1,palpagos,-26438,-117558,both,53,false
103:1,palpagos,-26379,-126390,both,53,false
103:1,palpagos,-26058,-114655,both,53,false
103:1,palpagos,-26048,-122614,both,53,false
103:1,palpagos,-24122,-108445,both,53,false
103:1,palpagos,-23765,-141803,both,53,false
103:1,palpagos,-22698,-94985,both,53,false
103:1,palpagos,-21332,-103869,both,53,false
103:1,palpagos,-21162,-137431,both,53,false
103:1,palpagos,-20924,-147259,both,53,false
103:1,palpagos,-20924,-144309,both,53,false
103:1,palpagos,-20738,-99330,both,53,false
103:1,palpagos,-16800,-140334,both,53,false
103:1,palpagos,-16693,-106834,both,53,false
103:1,palpagos,-14393,-132550,both,53,false
103:1,palpagos,-12853,-112285,both,53,false
103:1,palpagos,-12345,-137313,both,53,false
103:1,palpagos,-11552,-129101,both,53,false
103:1,palpagos,-11171,-109357,both,53,false
103:1,palpagos,-10585,-141638,both,53,false
103:1,palpagos,-10361,-117200,both,53,false
103:1,palpagos,-9078,-122169,both,53,false
103:1,palpagos,-9011,-114704,both,53,false
103:1,palpagos,-8010,-132517,both,53,false
103:1,palpagos,-7039,-126761,both,53,false
103:1,palpagos,-6689,-106567,both,53,false
103:1,palpagos,-6411,-142779,both,53,false
103:1,palpagos,-4930,-109979,both,53,false
103:1,palpagos,-4432,-114145,both,53,false
103:1,palpagos,-4229,-119389,both,53,false
103:1,palpagos,-2308,-125204,both,53,false
103:1,palpagos,-2004,-137737,both,53,false
103:1,palpagos,425,-133589,both,53,false
103:1,palpagos,740,-118515,both,53,false
103:1,palpagos,3121,-136268,both,53,false
103:1,palpagos,3252,-114653,both,53,false
103:1,palpagos,3996,-108170,both,53,false
103:1,palpagos,4158,-122292,both,53,false
103:1,palpagos,6760,-117920,both,53,false
103:1,palpagos,7077,-111748,both,53,false
103:1,worldTree,432395,-738990,both,80,false
103:1,worldTree,440875,-705850,both,80,false
103:1,worldTree,481910,-728450,both,80,false
103:1,worldTree,484050,-616590,both,80,false
103:1,worldTree,501340,-553790,both,80,false
103:1,worldTree,504895,-634410,both,80,false
103:1,worldTree,505061,-544208,both,80,false
103:1,worldTree,507600,-534060,both,80,false
103:1,worldTree,507830,-739460,both,80,false
103:1,worldTree,511395,-588755,both,80,false
103:1,worldTree,519080,-684705,both,80,false
103:1,worldTree,522790,-546340,both,80,false
103:1,worldTree,530795,-714440,both,80,false
103:1,worldTree,539955,-583230,both,80,false
103:1,worldTree,562240,-739265,both,80,false
103:1,worldTree,563900,-594970,both,80,false
103:1,worldTree,584800,-629000,both,80,false
103:1,worldTree,599576,-591256,both,80,false
103:1,worldTree,613035,-603440,both,80,false
103:1,worldTree,622300,-711610,both,80,false
103:1,worldTree,622665,-753354,both,80,false
9:1,palpagos,-747356,-287054,both,61,false
9:1,palpagos,-737855,-231432,both,61,false
9:1,palpagos,-730733,-290322,both,61,false
9:1,palpagos,-724427,-411162,both,61,false
9:1,palpagos,-718320,-221094,both,61,false
9:1,palpagos,-714458,-228197,both,61,false
9:1,palpagos,-709884,-240543,both,61,false
9:1,palpagos,-707292,-328170,both,61,false
9:1,palpagos,-704564,-409084,both,61,false
9:1,palpagos,-700220,-391059,both,61,false
9:1,palpagos,-697673,-347813,both,61,false
9:1,palpagos,-696055,-306838,both,61,false
9:1,palpagos,-692928,-379727,both,61,false
9:1,palpagos,-689873,-400347,both,61,false
9:1,palpagos,-685804,-406091,both,61,false
9:1,palpagos,-683223,-327506,both,61,false
9:1,palpagos,-678875,-428725,both,61,false
9:1,palpagos,-675868,-425919,both,61,false
9:1,palpagos,-673737,-249860,both,61,false
9:1,palpagos,-670703,-345869,both,61,false
9:1,palpagos,-667377,-227109,both,61,false
9:1,palpagos,-664717,-308488,both,61,false
9:1,palpagos,-661787,-233360,both,61,false
9:1,palpagos,-658051,-428754,both,61,false
9:1,palpagos,-655323,-339030,both,61,false
9:1,palpagos,-653298,-401362,both,61,false
9:1,palpagos,-650304,-382297,both,61,false
9:1,palpagos,-647330,-305373,both,61,false
9:1,palpagos,-645158,-331494,both,61,false
9:1,palpagos,-641713,-420201,both,61,false
9:1,palpagos,-638810,-389924,both,61,false
9:1,palpagos,-635465,-293019,both,61,false
9:1,palpagos,-632469,-365015,both,61,false
9:1,palpagos,-628556,-329627,both,61,false
9:1,palpagos,-623250,-370214,both,61,false
9:1,palpagos,-613894,-343427,both,61,false
9:1,palpagos,-607238,-382998,both,61,false
9:1,palpagos,-602021,-326660,both,61,false
9:1,palpagos,-596705,-375258,both,61,false
9:1,palpagos,-592705,-309171,both,61,false
9:1,palpagos,-588702,-391346,both,61,false
9:1,palpagos,-584507,-310432,both,61,false
9:1,palpagos,-579927,-342705,both,61,false
9:1,palpagos,-576515,-299306,both,61,false
9:1,palpagos,-572046,-377480,both,61,false
9:1,palpagos,-565504,-366896,both,61,false
9:1,palpagos,-561402,-289494,both,61,false
9:1,palpagos,-557600,-366158,both,61,false
9:1,palpagos,-553132,-387080,both,61,false
9:1,palpagos,-547013,-380371,both,61,false
9:1,palpagos,-132375,-125050,both,,false
9:1,palpagos,-105340,-168210,both,,false
9:1,palpagos,-96169,-116463,both,,false
9:1,palpagos,-79810,-35650,both,,false
9:1,palpagos,-76816,-128071,both,,false
9:1,palpagos,-67547,-176346,both,,false
9:1,palpagos,-65844,-54241,both,,false
9:1,palpagos,-63690,-85078,both,,false
9:1,palpagos,-54770,-9430,both,,false
9:1,palpagos,-41502,-143670,both,,false
9:1,palpagos,-37120,-181200,both,,false
9:1,palpagos,-32922,-27444,both,,false
9:1,palpagos,-32132,-28123,both,,false
9:1,palpagos,-19832,-158493,both,,false
9:1,palpagos,-16738,-52620,both,,false
9:1,palpagos,-8000,-181810,both,,false
9:1,palpagos,-3234,-155793,both,,false
9:1,palpagos,-268,-129136,both,,false
9:1,palpagos,6150,-130686,both,,false
9:1,palpagos,13023,-69132,both,,false
9:1,palpagos,28438,-147281,both,,false
9:1,palpagos,48718,-108978,both,,false
132:1,palpagos,-731014,-427701,both,62,false
132:1,palpagos,-726676,-432224,both,62,false
132:1,palpagos,-720927,-425745,both,62,false
132:1,palpagos,-719194,-435254,both,62,false
132:1,palpagos,-715297,-424388,both,62,false
132:1,palpagos,-713526,-417157,both,62,false
132:1,palpagos,-709309,-424997,both,62,false
132:1,palpagos,-707561,-420183,both,62,false
132:1,palpagos,-703724,-445551,both,62,false
132:1,palpagos,-702029,-422535,both,62,false
132:1,palpagos,-700484,-435763,both,62,false
132:1,palpagos,-698040,-429305,both,62,false
132:1,palpagos,-694998,-455302,both,62,false
132:1,palpagos,-692934,-429497,both,62,false
132:1,palpagos,-690400,-426525,both,62,false
132:1,palpagos,-688826,-437899,both,62,false
132:1,palpagos,-685918,-432773,both,62,false
132:1,palpagos,-684135,-460589,both,62,false
132:1,palpagos,-681253,-435868,both,62,false
132:1,palpagos,-678451,-462039,both,62,false
132:1,palpagos,-676190,-456824,both,62,false
132:1,palpagos,-674261,-451141,both,62,false
132:1,palpagos,-671709,-445895,both,62,false
132:1,palpagos,-670036,-438897,both,62,false
132:1,palpagos,-666693,-465537,both,62,false
132:1,palpagos,-664393,-440940,both,62,false
132:1,palpagos,-661715,-436197,both,62,false
132:1,palpagos,-658847,-444674,both,62,false
132:1,palpagos,-655811,-458506,both,62,false
132:1,palpagos,-651038,-447584,both,62,false
132:1,palpagos,-647289,-455600,both,62,false
132:1,palpagos,-644723,-451298,both,62,false
132:1,palpagos,-644049,-462374,both,62,false
132:1,palpagos,-639891,-451082,both,62,false
132:1,palpagos,-637978,-427472,both,62,false
132:1,palpagos,-635904,-440742,both,62,false
132:1,palpagos,-629957,-424563,both,62,false
132:1,palpagos,-625158,-462824,both,62,false
132:1,palpagos,-623171,-458511,both,62,false
132:1,palpagos,-620021,-465241,both,62,false
132:1,palpagos,-619283,-479825,both,62,false
132:1,palpagos,-617804,-459477,both,62,false
132:1,palpagos,-614486,-488039,both,62,false
132:1,palpagos,-613489,-450408,both,62,false
132:1,palpagos,-612594,-480042,both,62,false
132:1,palpagos,-610441,-474578,both,62,false
132:1,palpagos,-610056,-437251,both,62,false
132:1,palpagos,-608178,-469739,both,62,false
132:1,palpagos,-605704,-463280,both,62,false
132:1,palpagos,-605311,-457784,both,62,false
132:1,palpagos,-605258,-476220,both,62,false
132:1,palpagos,-603701,-441393,both,62,false
132:1,palpagos,-602928,-470973,both,62,false
132:1,palpagos,-600847,-466470,both,62,false
132:1,palpagos,-599897,-447004,both,62,false
132:1,palpagos,-597782,-494544,both,62,false
132:1,palpagos,-594487,-467522,both,62,false
132:1,palpagos,-592350,-464325,both,62,false
132:1,palpagos,-591396,-457908,both,62,false
132:1,palpagos,-590171,-488915,both,62,false
132:1,palpagos,-587796,-496950,both,62,false
132:1,palpagos,-586878,-463647,both,62,false
132:1,palpagos,-584538,-441429,both,62,false
132:1,palpagos,-583124,-471735,both,62,false
132:1,palpagos,-581367,-449386,both,62,false
132:1,palpagos,-580784,-479292,both,62,false
132:1,palpagos,-577691,-456738,both,62,false
132:1,palpagos,-576124,-467781,both,62,false
132:1,palpagos,-575316,-448728,both,62,false
132:1,palpagos,-573868,-481559,both,62,false
132:1,palpagos,-571414,-456846,both,62,false
132:1,palpagos,-569799,-452756,both,62,false
132:1,palpagos,-721639,-432015,both,62,true
92:1,palpagos,-848870,-458610,both,50,false
92:1,palpagos,-825755,-85310,both,65,false
92:1,palpagos,-823060,-95065,both,65,false
92:1,palpagos,-820900,-91455,both,65,false
92:1,palpagos,-818965,-106745,both,65,false
92:1,palpagos,-811735,-91050,both,65,false
92:1,palpagos,-809470,-104395,both,65,false
92:1,palpagos,-806038,-101746,both,65,false
92:1,palpagos,-800430,-90405,both,65,false
92:1,palpagos,-796280,-106295,both,65,false
92:1,palpagos,-790950,-111005,both,65,false
92:1,palpagos,-786360,-110477,both,65,false
92:1,palpagos,-781016,-112337,both,65,false
92:1,palpagos,-780889,-108327,both,65,false
92:1,palpagos,-637412,-216917,both,56,false
92:1,palpagos,-634190,-247766,both,56,false
92:1,palpagos,-627944,-211759,both,56,false
92:1,palpagos,-627700,-224490,both,56,false
92:1,palpagos,-624544,-215453,both,56,false
92:1,palpagos,-623578,-244591,both,56,false
92:1,palpagos,-619368,-261977,both,56,false
92:1,palpagos,-618049,-274432,both,56,false
92:1,palpagos,-616329,-229696,both,56,false
92:1,palpagos,-616067,-265344,both,56,false
92:1,palpagos,-614335,-210413,both,56,false
92:1,palpagos,-613556,-258027,both,56,false
92:1,palpagos,-613193,-224610,both,56,false
92:1,palpagos,-610770,-262848,both,56,false
92:1,palpagos,-609618,-241346,both,56,false
92:1,palpagos,-609265,-206295,both,56,false
92:1,palpagos,-607334,-232746,both,56,false
92:1,palpagos,-606161,-211526,both,56,false
92:1,palpagos,-605471,-224327,both,56,false
92:1,palpagos,-604495,-204945,both,56,false
92:1,palpagos,-603184,-216089,both,56,false
92:1,palpagos,-602064,-278360,both,56,false
92:1,palpagos,-600358,-208514,both,56,false
92:1,palpagos,-599971,-269676,both,56,false
92:1,palpagos,-598061,-199742,both,56,false
92:1,palpagos,-595679,-191358,both,56,false
92:1,palpagos,-594780,-267452,both,56,false
92:1,palpagos,-592769,-246045,both,56,false
92:1,palpagos,-591367,-285098,both,56,false
92:1,palpagos,-590649,-251730,both,56,false
92:1,palpagos,-587388,-172839,both,56,false
92:1,palpagos,-586367,-269699,both,56,false
92:1,palpagos,-585492,-282190,both,56,false
92:1,palpagos,-582600,-264556,both,56,false
92:1,palpagos,-581014,-279684,both,56,false
92:1,palpagos,-579774,-257280,both,56,false
92:1,palpagos,-576310,-263707,both,56,false
92:1,palpagos,-575432,-276816,both,56,false
92:1,palpagos,-571450,-164509,both,56,false
92:1,palpagos,-570146,-273372,both,56,false
92:1,palpagos,-568941,-155987,both,56,false
92:1,palpagos,-567829,-265623,both,56,false
92:1,palpagos,-566125,-161339,both,56,false
92:1,palpagos,-563690,-257173,both,56,false
92:1,palpagos,-563334,-235897,both,56,false
92:1,palpagos,-562666,-264696,both,56,false
92:1,palpagos,-560668,-157782,both,56,false
92:1,palpagos,-559063,-250743,both,56,false
92:1,palpagos,-556498,-403239,both,50,false
92:1,palpagos,-553532,-243662,both,,false
92:1,palpagos,-544367,-403070,both,50,false
92:1,palpagos,-516157,-393151,both,55,false
92:1,palpagos,-509081,-403157,both,50,false
92:1,palpagos,-500280,-342446,both,50,false
92:1,palpagos,-496441,-399154,both,50,false
92:1,palpagos,-494897,-390864,both,50,false
92:1,palpagos,-494596,-378640,both,50,false
92:1,palpagos,-494197,-384814,both,50,false
92:1,palpagos,-516157,-393151,both,60,true
84:1,palpagos,-112654,386362,both,34,false
84:1,palpagos,-98444,379012,both,34,false
84:1,palpagos,-82032,371395,both,34,false
84:1,palpagos,-73546,360020,both,34,false
84:1,palpagos,-67062,404338,both,34,false
84:1,palpagos,-61739,367042,both,34,false
84:1,palpagos,-55503,427875,both,36,false
84:1,palpagos,-51498,447244,both,34,false
84:1,palpagos,-46331,424543,both,36,false
84:1,palpagos,-40042,460689,both,34,false
84:1,palpagos,-37036,382075,both,34,false
84:1,palpagos,-32847,318772,both,34,false
84:1,palpagos,-29866,313646,both,34,false
84:1,palpagos,-26525,363709,both,34,false
84:1,palpagos,-24013,316392,both,34,false
84:1,palpagos,-19695,463774,both,34,false
84:1,palpagos,-16791,360558,both,34,false
84:1,palpagos,-13966,314280,both,34,false
84:1,palpagos,-12267,337451,both,34,false
84:1,palpagos,-9287,312296,both,34,false
84:1,palpagos,-6999,455470,both,34,false
84:1,palpagos,-4409,312463,both,34,false
84:1,palpagos,-1586,264254,both,34,false
84:1,palpagos,839,427146,both,34,false
84:1,palpagos,2982,340746,both,34,false
84:1,palpagos,4336,421988,both,34,false
